Date;Heure;Probleme;Name;satisfiedCost;undeliveredCost;travelCost;distanceCost;firstDeliveryCost;maxfirstDelivery;clientWaitingCost;driverUsed;underWorkCost;overTimeCost;Depot;runtime;MAX_OVERTIME;INTRA_ORDER_DELIVERY;INTER_ORDER_DELIVERY;FIRST_DEL_MAX_ARRIVAL;LOCAL_SEARCH;NO_SHIFT_LIMIT;TIME_LIMIT
2023-8-20;4:6:4;cq;20201010;267;0;745.097;523.463;0;0;0;13;0;0;1;3608625;99999999;5;25;60;1;1;3600000
2023-8-20;4:6:12;cq;20201031;375;0;1013.11;702.314;0;0;25;15;0;0;2;3617149;99999999;5;25;60;1;1;3600000
2023-8-20;4:6:13;cq;20201114;388;0;1651.23;1335.91;0;0;8;18;0;0;2;3617644;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:16;cq;20201003;613.5;0;3449.88;3465.28;0;0;13;29;0;0;3;3606775;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:18;cq;20201024;937.5;0;4107.93;3700.74;0;0;0;33;0;0;3;3608577;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:26;cq;20201013;1565;0;9328.17;8752.7;4.43056;1.51056;12;94;0;0;8;3607776;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:27;cq;20201109;1746.5;0;14522;13482.6;1.11333;1.11333;11;93;0;0;7;3608496;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:27;cq;20201130;2091.5;236;12873;11454.8;438.413;52.6658;0;110;0;0;6;3605522;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:41;cq;20201021;1160.5;0;5672.22;5177.35;0;0;3;70;0;0;6;3626640;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:44;cq;20201016;2060;0;11737.1;10926.7;65.1575;47.1242;0;108;0;0;8;3622359;99999999;5;25;60;1;1;3600000
2023-8-20;4:8:50;cq;20201007;2512.5;0;14440;13190.7;134.738;53.9183;0;122;0;0;8;3625191;99999999;5;25;60;1;1;3600000
2023-8-20;4:9:0;cq;20201026;1839.5;0;12729.4;11895.8;0;0;22;116;0;0;8;3637964;99999999;5;25;60;1;1;3600000
2023-8-20;4:9:2;cq;20201009;3165;64;19299.4;17818.4;688.337;44.52;0;128;0;0;8;3613781;99999999;5;25;60;1;1;3600000
2023-8-20;4:9:11;cq;20201014;3305.5;165.5;21825.9;20703.1;903.949;54.2983;0;136;0;0;8;3623157;99999999;5;25;60;1;1;3600000
2023-8-20;4:9:17;cq;20201111;3274.5;163;23209.4;21771.3;1126.7;58.3559;0;140;0;0;8;3629247;99999999;5;25;60;1;1;3600000
2023-8-20;4:9:18;cq;20201125;2265;160;16794.2;15519.7;784.483;53.4283;0;131;0;0;7;3652900;99999999;5;25;60;1;1;3600000
